Model	Displ	Cyl	Trans	Drive	Fuel	Cert Region	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay	Comb CO2 
JEEP Grand Cherokee	3.6	6	Auto-8	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXT03.65P2	standard SUV	6	19	26	22	5	No	412
JEEP Grand Cherokee	3.6	6	Auto-8	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXT03.65P2	standard SUV	6	18	25	21	5	No	426
JEEP Grand Cherokee	3.6	6	Auto-8	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXT03.65P2	standard SUV	6	18	25	21	5	No	426
JEEP Grand Cherokee	5.7	8	Auto-8	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXT05.75P0	standard SUV	6	14	22	17	3	No	534
JEEP Grand Cherokee	5.7	8	Auto-8	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXT05.75P0	standard SUV	6	14	22	17	3	No	534
JEEP Grand Cherokee	5.7	8	Auto-8	4WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	GCRXT05.75P1	standard SUV	6	14	22	17	3	No	534
JEEP Grand Cherokee SRT8	6.4	8	Auto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXT06.45P0	standard SUV	5	13	19	15	2	No	595
JEEP Grand Cherokee SRT8	6.4	8	Auto-8	4WD	Gasoline	CA	L2	California LEV-II LEV	GCRXT06.45P0	standard SUV	5	13	19	15	2	No	595
JEEP Patriot	2	4	CVT	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	22	26	24	5	No	376
JEEP Patriot	2	4	CVT	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	22	26	24	5	No	376
JEEP Patriot	2	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXT02.45P1	small SUV	5	23	30	26	6	No	344
JEEP Patriot	2	4	Man-5	2WD	Gasoline	CA	L2	California LEV-II LEV	GCRXT02.45P1	small SUV	5	23	30	26	6	No	344
JEEP Patriot	2.4	4	Auto-6	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	21	28	23	5	No	379
JEEP Patriot	2.4	4	Auto-6	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	21	28	23	5	No	379
JEEP Patriot	2.4	4	Auto-6	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXT02.45P2	small SUV	6	20	26	22	5	No	398
JEEP Patriot	2.4	4	Auto-6	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXT02.45P2	small SUV	6	20	26	22	5	No	398
JEEP Patriot	2.4	4	CVT	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXT02.45P2	small SUV	6	20	23	21	5	No	416
JEEP Patriot	2.4	4	CVT	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXT02.45P2	small SUV	6	20	23	21	5	No	416
JEEP Patriot	2.4	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXT02.45P1	small SUV	5	23	29	25	6	No	350
JEEP Patriot	2.4	4	Man-5	2WD	Gasoline	CA	L2	California LEV-II LEV	GCRXT02.45P1	small SUV	5	23	29	25	6	No	350
JEEP Patriot	2.4	4	Man-5	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXT02.45P5	small SUV	5	22	27	24	5	No	367
JEEP Patriot	2.4	4	Man-5	4WD	Gasoline	CA	L2	California LEV-II LEV	GCRXT02.45P5	small SUV	5	22	27	24	5	No	367
JEEP Renegade	1.4	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXJ01.45P0	small SUV	5	24	31	27	6	No	333
JEEP Renegade	1.4	4	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GCRXJ01.45P0	small SUV	6	24	31	27	6	No	333
JEEP Renegade	1.4	4	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXJ01.45P0	small SUV	5	24	31	27	6	No	326
JEEP Renegade	1.4	4	Man-6	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GCRXJ01.45P0	small SUV	6	24	31	27	6	No	326
JEEP Renegade	2.4	4	Auto-9	2WD	Ethanol/Gas	CA	B4	Federal Tier 2 Bin 4	GCRXJ02.45PA	small SUV	6	17/22	24/31	19/25	6	No	323/354
JEEP Renegade	2.4	4	Auto-9	2WD	Ethanol/Gas	FA	B4	Federal Tier 2 Bin 4	GCRXJ02.45PA	small SUV	6	17/22	24/31	19/25	6	No	323/354
JEEP Renegade	2.4	4	Auto-9	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	21	29	24	5	No	368
JEEP Renegade	2.4	4	Auto-9	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	21	29	24	5	No	368
JEEP Wrangler	3.6	6	Auto-5	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	17	21	18	4	No	482
JEEP Wrangler	3.6	6	Auto-5	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	17	21	18	4	No	482
JEEP Wrangler	3.6	6	Man-6	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	17	21	18	4	No	481
JEEP Wrangler	3.6	6	Man-6	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	17	21	18	4	No	481
JEEP Wrangler Unlimited	3.6	6	Auto-5	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	16	20	18	4	No	505
JEEP Wrangler Unlimited	3.6	6	Auto-5	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	16	20	18	4	No	505
JEEP Wrangler Unlimited	3.6	6	Man-6	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	16	21	18	4	No	503
JEEP Wrangler Unlimited	3.6	6	Man-6	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	16	21	18	4	No	503
KIA Cadenza	3.3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV03.34KE	large car	5	19	28	22	5	No	404
KIA Cadenza	3.3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV03.34KE	large car	6	19	28	22	5	No	404
KIA Forte	1.8	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV01.84EE	midsize car	5	25	37	30	7	No	299
KIA Forte	1.8	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV01.84EE	midsize car	6	25	37	30	7	Yes	299
KIA Forte	1.8	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV01.84EE	midsize car	5	26	39	31	7	No	289
KIA Forte	1.8	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV01.84EE	midsize car	6	26	39	31	7	Yes	289
KIA Forte	1.8	4	SemiAuto-6	2WD	Gasoline	CA	PZEV	California PZEV	GKMXV01.85EP	midsize car	9	26	39	31	7	Yes	289
KIA Forte	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV02.0DFE	midsize car	5	24	35	28	7	No	315
KIA Forte	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV02.0DFE	midsize car	6	24	35	28	7	Yes	315
KIA Forte	2	4	SemiAuto-6	2WD	Gasoline	CA	PZEV	California PZEV	GKMXV02.0DFP	midsize car	9	24	35	28	7	Yes	315
KIA Forte 5	1.6	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV01.6DDE	large car	5	21	29	24	5	No	365
KIA Forte 5	1.6	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV01.6DDE	large car	6	21	29	24	5	No	365
KIA Forte 5	1.6	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV01.6DDE	large car	5	21	29	24	5	No	367
KIA Forte 5	1.6	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV01.6DDE	large car	6	21	29	24	5	No	367
KIA Forte 5	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV02.0DFE	large car	5	25	33	28	7	No	319
KIA Forte 5	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV02.0DFE	large car	6	25	33	28	7	Yes	319
KIA Forte Koup	1.6	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV01.6DDE	small car	5	22	29	25	6	No	357
KIA Forte Koup	1.6	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV01.6DDE	small car	6	22	29	25	6	No	357
KIA Forte Koup	1.6	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV01.6DDE	small car	5	22	30	25	6	No	350
KIA Forte Koup	1.6	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV01.6DDE	small car	6	22	30	25	6	No	350
KIA Forte Koup	2	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV02.0DFE	small car	5	24	33	27	6	No	323
KIA Forte Koup	2	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV02.0DFE	small car	6	24	33	27	6	No	323
KIA Forte Koup	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV02.0DFE	small car	5	25	34	28	7	No	314
KIA Forte Koup	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV02.0DFE	small car	6	25	34	28	7	Yes	314
KIA K900	5	8	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV05.04UE	large car	5	15	23	18	4	No	512
KIA K900	5	8	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV05.04UE	large car	6	15	23	18	4	No	512
KIA Optima	1.6	4	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV01.6AFE	large car	5	28	39	32	8	Yes	281
KIA Optima	1.6	4	AutoMan-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GHYXV01.6AFE	large car	6	28	39	32	8	Yes	281
KIA Optima	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV02.0AHE	large car	5	22	32	25	6	No	357
KIA Optima	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GHYXV02.0AHE	large car	6	22	32	25	6	No	357
KIA Optima	2.4	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV02.4AJ4	large car	5	24	35	28	7	No	316
KIA Optima	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GHYXV02.4AJ4	large car	7	24	35	28	7	Yes	316
KIA Optima	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GHYXV02.4BJ2	large car	9	24	35	28	7	Yes	316
KIA Optima FE	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV02.0AHE	large car	5	22	32	26	6	No	352
KIA Optima FE	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GHYXV02.0AHE	large car	6	22	32	26	6	No	352
KIA Optima FE	2.4	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV02.4AJ4	large car	5	25	37	30	7	No	304
KIA Optima FE	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GHYXV02.4AJ4	large car	7	25	37	30	7	Yes	304
KIA Optima FE	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GHYXV02.4BJ2	large car	9	25	37	30	7	Yes	304
KIA Optima Hybrid	2.4	4	AutoMan-6	2WD	Gasoline	FA	B2	Federal Tier 2 Bin 2	GKMXV02.44JN	midsize car	9	36	40	38	9	Yes	237
KIA Optima Hybrid	2.4	4	AutoMan-6	2WD	Gasoline	CA	PZEV	California PZEV	GKMXV02.44JN	midsize car	9	36	40	38	9	Yes	237
KIA Optima Hybrid EX	2.4	4	AutoMan-6	2WD	Gasoline	FA	B2	Federal Tier 2 Bin 2	GKMXV02.44JN	midsize car	9	35	39	37	8	Yes	242
KIA Optima Hybrid EX	2.4	4	AutoMan-6	2WD	Gasoline	CA	PZEV	California PZEV	GKMXV02.44JN	midsize car	9	35	39	37	8	Yes	242
KIA Rio	1.6	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV01.6DBE	small car	5	27	38	31	7	No	282
KIA Rio	1.6	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV01.6DBE	small car	6	27	38	31	7	Yes	282
KIA Rio	1.6	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV01.6DBE	small car	5	27	37	31	7	No	285
KIA Rio	1.6	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV01.6DBE	small car	6	27	37	31	7	Yes	285
KIA Rio ECO	1.6	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV01.6DBE	small car	5	28	37	31	7	No	281
KIA Rio ECO	1.6	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV01.6DBE	small car	6	28	37	31	7	Yes	281
KIA Sedona	3.3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXT03.34SE	minivan	5	18	24	20	4	No	442
KIA Sedona	3.3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXT03.34SE	minivan	6	18	24	20	4	No	442
KIA Sedona SX	3.3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXT03.34SE	minivan	5	18	25	21	5	No	432
KIA Sedona SX	3.3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXT03.34SE	minivan	6	18	25	21	5	No	432
KIA Sedona SXL	3.3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXT03.34SE	minivan	5	17	22	19	4	No	476
KIA Sedona SXL	3.3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXT03.34SE	minivan	6	17	22	19	4	No	476
KIA Sorento	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV02.04WE	small SUV	5	20	27	23	5	No	394
KIA Sorento	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV02.04WE	small SUV	6	20	27	23	5	No	394
KIA Sorento	2	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV02.04WE	small SUV	5	19	25	22	5	No	416
KIA Sorento	2	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV02.04WE	small SUV	6	19	25	22	5	No	416
KIA Sorento	2.4	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV02.44P4	small SUV	5	21	29	24	5	No	374
KIA Sorento	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GKMXV02.44P4	small SUV	7	21	29	24	5	No	374
KIA Sorento	2.4	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV02.44P4	small SUV	5	21	26	23	5	No	395
KIA Sorento	2.4	4	SemiAuto-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GKMXV02.44P4	small SUV	7	21	26	23	5	No	395
KIA Sorento	3.3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV03.34RE	small SUV	5	18	26	21	5	No	435
KIA Sorento	3.3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV03.34RE	small SUV	6	18	26	21	5	No	435
KIA Sorento	3.3	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV03.34RE	small SUV	5	17	23	19	4	No	465
KIA Sorento	3.3	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV03.34RE	small SUV	6	17	23	19	4	No	465
KIA Sorento FE	3.3	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV03.34RE	small SUV	5	18	26	21	5	No	433
KIA Sorento FE	3.3	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV03.34RE	small SUV	6	18	26	21	5	No	433
KIA Soul	1.6	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV01.6DBE	station wagon	5	24	30	26	6	No	335
KIA Soul	1.6	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV01.6DBE	station wagon	6	24	30	26	6	No	335
KIA Soul	1.6	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV01.6DBE	station wagon	5	24	30	26	6	No	332
KIA Soul	1.6	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV01.6DBE	station wagon	6	24	30	26	6	No	332
KIA Soul	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV02.0DCE	station wagon	5	24	31	27	6	No	334
KIA Soul	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV02.0DCE	station wagon	6	24	31	27	6	No	334
KIA Soul ECO dynamics	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV02.0DCE	station wagon	5	24	31	27	6	No	334
KIA Soul ECO dynamics	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV02.0DCE	station wagon	6	24	31	27	6	No	334
KIA Soul Electric	N/A	N/A	Auto-1	2WD	Electricity	FA	B1	Federal Tier 2 Bin 1	GKMXV00.04VW	station wagon	10	120	92	105	10	Elite	0
KIA Soul Electric	N/A	N/A	Auto-1	2WD	Electricity	CA	ZEV	California ZEV	GKMXV00.04VW	station wagon	10	120	92	105	10	Elite	0
KIA Sportage	2.4	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXT02.44NE	small SUV	5	21	28	24	5	No	373
KIA Sportage	2.4	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXT02.44NE	small SUV	6	21	28	24	5	No	373
KIA Sportage	2.4	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXT02.44NE	small SUV	5	19	26	22	5	No	399
KIA Sportage	2.4	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXT02.44NE	small SUV	6	19	26	22	5	No	399
KIA Sportage	2.4	4	SemiAuto-6	4WD	Gasoline	CA	PZEV	California PZEV	GKMXT02.45NP	small SUV	9	19	26	22	5	No	399
KIA Sportage SX	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXT02.04ME	small SUV	5	20	26	22	5	No	405
KIA Sportage SX	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXT02.04ME	small SUV	6	20	26	22	5	No	405
KIA Sportage SX	2	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXT02.04ME	small SUV	5	19	25	21	5	No	419
KIA Sportage SX	2	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXT02.04ME	small SUV	6	19	25	21	5	No	419
LAMBORGHINI Aventador Coupe	6.5	12	AMS-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GVGAV06.5LLR	small car	5	11	18	13	1	No	676
LAMBORGHINI Aventador Coupe	6.5	12	AMS-7	4WD	Gasoline	CA	L2	California LEV-II LEV	GVGAV06.5LLR	small car	5	11	18	13	1	No	676
LAMBORGHINI Aventador Roadster	6.5	12	AMS-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GVGAV06.5LLR	small car	5	10	17	12	1	No	727
LAMBORGHINI Aventador Roadster	6.5	12	AMS-7	4WD	Gasoline	CA	L2	California LEV-II LEV	GVGAV06.5LLR	small car	5	10	17	12	1	No	727
LAMBORGHINI Huracan	5.2	10	AMS-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GVGAV05.2NLE	small car	5	14	21	17	3	No	532
LAMBORGHINI Huracan	5.2	10	AMS-7	4WD	Gasoline	CA	L2	California LEV-II LEV	GVGAV05.2NLE	small car	5	14	21	17	3	No	532
LAND ROVER Discovery Sport	2	4	SemiAuto-9	4WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXT02.0FTP	small SUV	7	20	26	22	5	No	399
LAND ROVER Discovery Sport	2	4	SemiAuto-9	4WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXT02.0FTP	small SUV	9	20	26	22	5	No	399
LAND ROVER LR4	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GJLXT03.0001	standard SUV	5	15	19	16	3	No	540
LAND ROVER LR4	3	6	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GJLXT03.0001	standard SUV	6	15	19	16	3	No	540
LAND ROVER Range Rover	3	6	SemiAuto-8	4WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXT03.0FSP	standard SUV	7	17	23	19	4	No	468
LAND ROVER Range Rover	3	6	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXT03.0FSP	standard SUV	9	17	23	19	4	No	468
LAND ROVER Range Rover	5	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GJLXT05.0002	standard SUV	5	14	19	16	3	No	572
LAND ROVER Range Rover	5	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GJLXT05.0002	standard SUV	6	14	19	16	3	No	572
LAND ROVER Range Rover Evoque	2	4	SemiAuto-9	4WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXT02.0FTP	small SUV	7	21	30	24	5	No	369
LAND ROVER Range Rover Evoque	2	4	SemiAuto-9	4WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXT02.0FTP	small SUV	9	21	30	24	5	No	369
LAND ROVER Range Rover LWB	3	6	SemiAuto-8	4WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXT03.0FSP	standard SUV	7	17	23	19	4	No	468
LAND ROVER Range Rover LWB	3	6	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXT03.0FSP	standard SUV	9	17	23	19	4	No	468
LAND ROVER Range Rover LWB	5	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GJLXT05.0002	standard SUV	5	14	19	16	3	No	572
LAND ROVER Range Rover LWB	5	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GJLXT05.0002	standard SUV	6	14	19	16	3	No	572
LAND ROVER Range Rover Sport	3	6	SemiAuto-8	4WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXT03.0FSP	standard SUV	7	17	23	19	4	No	468
LAND ROVER Range Rover Sport	3	6	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXT03.0FSP	standard SUV	9	17	23	19	4	No	468
LAND ROVER Range Rover Sport	5	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GJLXT05.0002	standard SUV	5	14	19	16	3	No	554
LAND ROVER Range Rover Sport	5	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GJLXT05.0002	standard SUV	6	14	19	16	3	No	554
LAND ROVER Range Rover Sport TDV6	3	6	SemiAuto-8	4WD	Diesel	FA	B6	Federal Tier 2 Bin 6	GJLXT03.0GTR	standard SUV	4	22	29	25	5	No	409
LAND ROVER Range Rover Sport TDV6	3	6	SemiAuto-8	4WD	Diesel	CA	L3LEV160	California LEV-III LEV160	GJLXT03.0GTR	standard SUV	5	22	29	25	5	No	409
LAND ROVER Range Rover TDV6	3	6	SemiAuto-8	4WD	Diesel	FA	B6	Federal Tier 2 Bin 6	GJLXT03.0GTR	standard SUV	4	22	29	25	5	No	409
LAND ROVER Range Rover TDV6	3	6	SemiAuto-8	4WD	Diesel	CA	L3LEV160	California LEV-III LEV160	GJLXT03.0GTR	standard SUV	5	22	29	25	5	No	409
LEXUS CT 200h	1.8	4	CVT	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GTYXV01.8PCU	small car	7	43	40	42	9	Yes	212
LEXUS CT 200h	1.8	4	CVT	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	GTYXV01.8PCU	small car	8	43	40	42	9	Yes	212
LEXUS ES 300h	2.5	4	SCV-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GTYXV02.5PC4	midsize car	7	40	39	40	9	Yes	223
LEXUS ES 300h	2.5	4	SCV-6	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GTYXV02.5PC4	midsize car	9	40	39	40	9	Yes	223
LEXUS ES 350	3.5	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GTYXV03.5BEC	midsize car	5	21	31	24	5	No	368
LEXUS ES 350	3.5	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GTYXV03.5BEC	midsize car	6	21	31	24	5	No	368
LEXUS GS 200t	2	4	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GTYXV02.0KEA	midsize car	5	22	33	26	6	No	342
LEXUS GS 200t	2	4	SemiAuto-8	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GTYXV02.0KEA	midsize car	6	22	33	26	6	No	342
LEXUS GS 200t F Sport	2	4	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GTYXV02.0KEA	midsize car	5	21	30	24	5	No	366
LEXUS GS 200t F Sport	2	4	SemiAuto-8	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GTYXV02.0KEA	midsize car	6	21	30	24	5	No	366
LEXUS GS 350	3.5	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GTYXV03.5MEA	midsize car	5	19	26	22	5	No	406
